,Utterance_ID,Speaker,Utterance,Emotion,Dialogue_ID
5,6,Monica,Fine. Suit yourself.,anger,1248
6,7,Phoebe,I will. And I won't feel an ounce of guilt for it either.,disgust,1248
0,1,Boy in the Cape,You're a mean old woman.,anger,1249
1,2,Rachel,No! Wait no! Shut up—I mean don’t cry! Let me get my checkbook!,sadness,1249
2,3,Monica,"Look honey, you don’t have to do this, okay?",surprise,1249
3,4,Monica,It’s the strength you have inside that means the most to me.,joy,1249
4,5,Monica,"You’re loyal, you’re honest, and you have integrity!",joy,1249
5,6,Monica,That’s the kind of strength that I want in the man that I love!,joy,1249
6,7,Chandler,That means nothing to me. Come on!,anger,1249
7,8,Rachel,"I can't believe you would say that, Chandler!",disgust,1249
8,9,Chandler,Believe it! Your precious Monica isn't as perfect as you think.,disgust,1249
9,10,Monica,What are you talking about?,surprise,1249
10,11,Chandler,"She's been lying to you for months, pretending to be something she's not.",disgust,1249
11,12,Rachel,"You're just trying to cause trouble, as usual.",anger,1249
12,13,Chandler,Am I? Ask her about her 'volunteer work' at the shelter.,disgust,1249
13,14,Monica,I... I don't know what you're talking about.,fear,1249
14,15,Rachel,"Monica, is this true?",disgust,1249
15,16,Monica,"I was going to tell you, but I didn't want you to think less of me.",sadness,1249
16,17,Rachel,How could you lie to me like this?,disgust,1249
17,18,Monica,"I'm sorry, I just wanted to impress you.",sadness,1249
18,19,Chandler,"See? Not so perfect now, is she?",disgust,1249
19,20,Rachel,"I can't even look at you right now, Chandler.",disgust,1249
20,21,Monica,"Rachel, please don't be mad at me.",fear,1249
21,22,Rachel,"I need some time to think about this, Monica.",sadness,1249
0,1,Elizabeth,"This is my father, Paul Stevens. Dad, this is Ross Geller.",neutral,1250
1,2,Ross,It-it’s great to meet you Paul.,joy,1250
2,3,Paul,I usually prefer Elizabeth’s boyfriends to address me as Mr. Stevens.,disgust,1250
3,4,Ross,"Of course, of course, Mr. Stevens.",neutral,1250
4,5,Paul,"So Ross, what your problem?",disgust,1250
5,6,Ross,Eh-wh—Excuse me?,surprise,1250
6,7,Paul,Why can’t you get a girlfriend your own age?,disgust,1250
7,8,Ross,That’s funny. Umm…. It’s not funny.,fear,1250
8,9,Elizabeth,Daddy!,surprise,1250
9,10,Paul,You think it’s appropriate to date a man old enough to be your father?,disgust,1250
10,11,Ross,"I can see how it might seem unusual, but Elizabeth and I care about each other deeply.",fear,1250
11,12,Paul,You just want to take advantage of her youth and beauty.,disgust,1250
12,13,Elizabeth,That’s not true! Ross is kind and thoughtful. You’re being unfair!,anger,1250
13,14,Ross,"I understand your concerns, Mr. Stevens. I care for Elizabeth and want the best for her.",fear,1250
14,15,Paul,"Actions speak louder than words. I'm watching you, Ross.",disgust,1250
0,1,Rachel,"Ugh, I can't believe I have to go through this.",disgust,1251
1,2,Mrs. Green,"Rachel, it's not that bad. It's a natural process.",neutral,1251
2,3,Rachel,"Easy for you to say, you're not the one pushing a baby out of your body!",disgust,1251
3,4,Monica,"Can we just change the subject, please?",disgust,1251
4,5,Ross,I'm with Monica on this one.,disgust,1251
5,6,Phoebe,Why are you all so grossed out? It's just a baby coming out.,neutral,1251
6,7,Rachel,Exactly! And I have to deal with it firsthand.,disgust,1251
7,8,Monica,"Let's talk about something else, like what's for dinner?",neutral,1251
8,9,Ross,I second that motion!,joy,1251
0,1,Phoebe,Remember how you said you were really dense about poetry?,neutral,1252
1,2,Joey,"Yeah, I don't get that stuff. It's all just words to me.",neutral,1252
2,3,Phoebe,"Well, I found a poem that even you might understand.",neutral,1252
3,4,Joey,Let's hear it then.,neutral,1252
4,5,Phoebe,It's called 'The Disgust of a Decaying World'.,disgust,1252
5,6,Joey,"Whoa, that's a strong title.",disgust,1252
6,7,Phoebe,Just wait until you hear the poem. It's all about the revulsion of modern life.,disgust,1252
7,8,Joey,"Ugh, I don't know if I wanna hear this.",disgust,1252
8,9,Phoebe,"Trust me, you'll relate.",neutral,1252
9,10,Joey,"Alright, go ahead.",neutral,1252
10,11,Phoebe,"It talks about the filth in the streets, the pollution in the air, and the greed that consumes everyone.",disgust,1252
11,12,Joey,"Yeah, okay, I get it. It's pretty gross.",disgust,1252
12,13,Phoebe,"And the worst part is, we're all contributing to it. We're all part of the problem.",disgust,1252
13,14,Joey,"Great, now I feel sick.",disgust,1252
14,15,Phoebe,"That's the point, Joey. The poet wants us to feel disgusted with ourselves.",disgust,1252
15,16,Joey,"Well, mission accomplished.",disgust,1252
0,1,Phoebe,I can't believe you ate the whole thing!,disgust,1253
1,2,Joey,"What? It's Thanksgiving, you're supposed to eat a lot.",neutral,1253
2,3,Chandler,I've seen enough food consumption to last me a lifetime.,disgust,1253
3,4,Rachel,"Ugh, I can't even look at another piece of turkey.",disgust,1253
4,5,Ross,"I'm just glad we're all here together, even if it means witnessing Joey's disgusting eating habits.",disgust,1253
5,6,Phoebe,I don't know how you can eat so much and not gain any weight.,disgust,1253
6,7,Joey,It's a gift.,neutral,1253
7,8,Chandler,More like a curse for the rest of us.,disgust,1253
8,9,Rachel,"I think I need to go lay down, I feel sick.",disgust,1253
9,10,Ross,"Same here, I can't believe I let you guys talk me into a second helping of stuffing.",disgust,1253
10,11,Chandler,"Well, at least we're all miserable together.",disgust,1253
11,12,Phoebe,"Happy Thanksgiving, everyone!",joy,1253
0,1,Ross,"Okay, Monica: Right foot red.",neutral,1254
1,2,Monica,Could've played,neutral,1254
2,3,Chandler,Thanks.,neutral,1254
3,4,Ross,"Okay, Pheebs: Right hand blue. Good.",neutral,1254
4,5,Chandler,"Hello? Oh, uh, Rachel, it's the...",neutral,1254
5,6,Rachel,"Oh, okay. Will you take my place?",neutral,1254
6,7,Chandler,"Alright. Yes, this is Rachel.",neutral,1254
7,8,Rachel,No! You won't believe what I just saw!,disgust,1254
8,9,Rachel,Hello?,neutral,1254
9,10,Rachel,"Oh, yeah, no, I know, I-I haven't been using it much.",neutral,1254
10,11,Rachel,"Oh, well, thanks, but, I'm okay, really.",joy,1254
11,12,Ross,Green. To the green.,neutral,1254
12,13,Rachel,I've got magic beans. Never-never mind.,neutral,1254
13,14,Chandler,"To the left, to the left- aww!",neutral,1254
14,15,Rachel,Ohhh... I'm fine.,neutral,1254
0,1,Monica,What is that smell?! It's making me gag!,disgust,1255
1,2,Joey,"Oh, it's just my new cologne. You don't like it?",neutral,1255
2,3,Monica,"No, Joey, it's disgusting! It smells like rotten eggs and cheap body spray.",disgust,1255
3,4,Joey,"Really? I thought it was like, musky and manly.",surprise,1255
4,5,Monica,"No, it's gross. Go take a shower and use plenty of soap!",disgust,1255
5,6,Joey,"Okay, okay. I didn't mean to disgust you. I'll go wash it off.",sadness,1255
6,7,Monica,"Thank you. And maybe next time, stick to brand name colognes, not whatever that was.",disgust,1255
0,1,Ross,I can't believe we're fighting over a woman like this.,disgust,1256
1,2,Joey,"Yeah, it's pretty gross. But what can we do?",disgust,1256
2,3,Ross,We could just forget about her and focus on our friendship.,neutral,1256
3,4,Joey,"That's a good idea, but I don't think I can do that.",sadness,1256
4,5,Ross,Why not?,surprise,1256
5,6,Joey,"Because I'm in love with her, man. I can't just turn that off.",sadness,1256
6,7,Ross,"Ugh, this is so messed up. We shouldn't have to choose between our friendship and our feelings for her.",disgust,1256
7,8,Joey,"I know, but what else can we do?",sadness,1256
8,9,Ross,"I don't know, but I don't want to keep fighting with you about this.",disgust,1256
9,10,Joey,Same here. Let's just agree to disagree and move on.,neutral,1256
10,11,Ross,"Fine, but I'm still going to take her out on a date.",anger,1256
11,12,Joey,And I'm still going to try to win her heart.,neutral,1256
12,13,Ross,"This is going to get messy, isn't it?",disgust,1256
13,14,Joey,"Probably, but we'll deal with it when it happens.",neutral,1256
0,1,Ross,Can you believe Joey just left us with this mess?,disgust,1257
1,2,Chandler,I know. He's such a wuss.,disgust,1257
2,3,Ross,Total wuss.,disgust,1257
3,4,Chandler,What a baby.,disgust,1257
4,5,Ross,"Hey, you think he'll ever grow up?",disgust,1257
5,6,Chandler,Who knows? But we can't keep enabling his disgusting behavior.,disgust,1257
6,7,Ross,I agree. It's time he learns to clean up after himself.,disgust,1257
0,1,Rachel,"Phoebe, have you ever felt completely disgusted with yourself for being attracted to someone you shouldn't?",disgust,1258
1,2,Phoebe,"Yeah, I've been there. It's like your body is betraying you, and you can't control your thoughts.",disgust,1258
2,3,Rachel,Exactly! It's like my hormones are hijacking my brain and making me feel things I don't want to feel.,disgust,1258
3,4,Phoebe,"I remember when I was pregnant with the triplets, I couldn't stop thinking about the mailman. I was so ashamed.",disgust,1258
4,5,Rachel,"It's just so frustrating! I don't want to feel this way, but I can't help it. It's like I'm a slave to my own body.",disgust,1258
5,6,Phoebe,"I know it's hard, but try to remember that it's just a phase. It will pass, and you'll feel like yourself again.",neutral,1258
0,1,Chandler,I can't believe I have to attend another one of Janice's potlucks.,disgust,1259
1,2,Monica,Why do you always make such a fuss about it?,neutral,1259
2,3,Chandler,Have you tasted her 'special' casserole? It's like a war crime against taste buds.,disgust,1259
3,4,Monica,It's not that bad.,neutral,1259
4,5,Chandler,"The last time I ate it, I swear I saw it move on the plate.",disgust,1259
5,6,Monica,You're overreacting.,neutral,1259
6,7,Chandler,"Am I? Last time, I found a fingernail in the salad!",disgust,1259
7,8,Monica,"Oh, come on! It could've been anyone's.",neutral,1259
8,9,Chandler,"Exactly my point! I don't want to eat anyone's fingernail, let alone Janice's!",disgust,1259
9,10,Monica,"Well, you don't have to eat anything you don't like. Just be polite and socialize.",neutral,1259
10,11,Chandler,"Sometimes, I think you secretly hate me.",disgust,1259
0,1,Phoebe,Or we could just follow your clever jokes – any ideas?,neutral,1260
1,2,Ross,"Ugh, I've got nothing. This whole situation is just disgusting.",disgust,1260
2,3,Chandler,What's so disgusting about it?,neutral,1260
3,4,Ross,"Are you kidding me? The hypocrisy, the lies, it's all just revolting!",disgust,1260
4,5,Rachel,"You know what, Ross? Maybe if you weren't so self-righteous, you'd see that it's not that simple.",anger,1260
5,6,Phoebe,"I can't believe you're defending him, Rachel. I mean, come on, the guy's a total sleaze.",disgust,1260
6,7,Joey,"Hey, I don't know, sometimes you gotta do what you gotta do, you know?",neutral,1260
7,8,Chandler,"Oh, please. Don't tell me you're on his side now, too.",disgust,1260
8,9,Joey,"I'm not on anybody's side. I'm just sayin', it's a tough situation.",neutral,1260
9,10,Monica,Can we please just drop it? I don't want to spend the whole night arguing about this.,sadness,1260
10,11,Ross,"Fine, whatever. Let's just forget the whole thing ever happened.",disgust,1260
0,1,Monica,"Ugh, I can't believe they're still serving that slop at the cafeteria.",disgust,1261
1,2,Rachel,What's wrong with it?,neutral,1261
2,3,Monica,It's just... so greasy and unappetizing!,disgust,1261
3,4,Phoebe,"Yeah, and the smell! It's like a mix of old cheese and burnt hair.",disgust,1261
4,5,Rachel,"Okay, okay! I get it. We won't eat there anymore.",neutral,1261
5,6,Monica,Thank you! I can't stand the thought of consuming that filth.,disgust,1261
6,7,Phoebe,Maybe we should report them to the health department.,neutral,1261
7,8,Monica,That's not a bad idea. They need to clean up their act!,disgust,1261
0,1,Chandler,"Where you going, Joe?",neutral,1262
1,2,Joey,For a walk.,neutral,1262
2,3,Chandler,Oh. You mind if I join you?,neutral,1262
3,4,Joey,"Actually, that will be long. You know, I really need to organize my thoughts.",neutral,1262
4,5,Chandler,Your thoughts? Plural?,surprise,1262
5,6,Joey,"All right, fine, I only have one thought! It's about the hot nanny, I gotta see her!",joy,1262
6,7,Chandler,"I'm afraid I can't let you do that, Joe.",neutral,1262
7,8,Joey,Now YOU'RE telling me I can't see her??,anger,1262
8,9,Joey,You guys are killing me!,sadness,1262
9,10,Joey,She's forbidden fruit!,sadness,1262
10,11,Joey,"It's like... like she's the princess and I'm the stable boy... Why are you doing this, huh?",sadness,1262
11,12,Joey,Did Ross tell you not to let me go over there?,neutral,1262
12,13,Chandler,"Yes, as a matter of fact he did, so I can't let you go.",neutral,1262
13,14,Joey,Huh. Interesting. Now there are obstacles. Hot nanny and me against the world. This is the kind of stuff great novels are made of.,anger,1262
14,15,Chandler,Great novels?,surprise,1262
15,16,Joey,Fine... mediocre porn.,neutral,1262
16,17,Chandler,"Joey, I really don't think it's appropriate to pursue the nanny.",disgust,1262
17,18,Joey,Why not? She's hot and I'm single.,neutral,1262
18,19,Chandler,"Because it's just... it's wrong. She works for Ross, and you know he wouldn't like it.",disgust,1262
19,20,Joey,So what? Ross doesn't control my love life.,anger,1262
20,21,Chandler,"It's not about control, it's about respect. You should respect Ross's boundaries.",disgust,1262
21,22,Joey,"Boundaries, schmoundaries. If it's meant to be, it's meant to be.",disgust,1262
22,23,Chandler,"Sometimes I just don't understand you, Joey. This whole thing is just... it's disgusting.",disgust,1262
0,1,Rachel,"You guys, I've got something to tell you, and it's pretty gross.",disgust,1263
1,2,Kiki,What is it? Did you find another toe nail in your sandwich?,disgust,1263
2,3,Joanne,"Ugh, please don't remind me of that!",disgust,1263
3,4,Rachel,"No, it's not that. It's about my new job.",neutral,1263
4,5,Kiki,"What, did you find out that the 'special sauce' is actually just mayo?",disgust,1263
5,6,Rachel,Even worse. I accidentally served a customer a cup of coffee with a dead fly in it!,disgust,1263
6,7,Joanne,"Oh my God, that's revolting!",disgust,1263
7,8,Rachel,"I know, I felt so bad. But the worst part is, he actually drank it!",disgust,1263
8,9,Kiki,What?! That's so nasty!,disgust,1263
9,10,Joanne,I think I'm gonna be sick...,disgust,1263
10,11,Rachel,"And then, to make matters worse, I had to clean up after a customer who got sick all over the bathroom!",disgust,1263
11,12,Kiki,"Rachel, why are you subjecting yourself to this? You're better than this job!",disgust,1263
12,13,Rachel,"I know, I know. But I have to start somewhere, right?",sadness,1263
13,14,Joanne,"Just promise me you'll quit if anything even more disgusting happens, okay?",disgust,1263
14,15,Rachel,I promise.,neutral,1263
0,1,Rachel,"Ugh, Monica, what is that smell?",disgust,1264
1,2,Monica,"I don't know, I think it's coming from the kitchen.",neutral,1264
2,3,Rachel,Did you forget to take out the trash again?,disgust,1264
3,4,Monica,"No, I took it out yesterday. Maybe it's something in the fridge?",neutral,1264
4,5,Rachel,You're always so careless with food. It's disgusting!,disgust,1264
5,6,Monica,"Hey, I'm not the one who left week-old pizza boxes in the living room!",anger,1264
6,7,Rachel,At least it's not rotten vegetables!,disgust,1264
7,8,Monica,"Fine, I'll clean out the fridge right now.",anger,1264
8,9,Rachel,"Good! And while you're at it, wipe down the counters too. They're covered in God knows what.",disgust,1264
0,1,Phoebe,Hello.,neutral,1265
1,2,Rachel,"Phoebe, I have something to tell you.",neutral,1265
2,3,Phoebe,What is it?,neutral,1265
3,4,Rachel,I saw Ross eating a sandwich from the trash can at work today.,disgust,1265
4,5,Phoebe,That's disgusting!,disgust,1265
5,6,Rachel,"I know, right? And then he licked his fingers!",disgust,1265
6,7,Phoebe,"Ugh, I'm never borrowing his clothes again.",disgust,1265
7,8,Rachel,You borrow Ross's clothes?,surprise,1265
8,9,Phoebe,Sometimes. But not anymore!,anger,1265
9,10,Rachel,I just can't believe he would do something so gross.,disgust,1265
10,11,Phoebe,"Yeah, I'm gonna have to disinfect my flute after that.",disgust,1265
0,1,Carol,Are they here yet?,neutral,1266
1,2,Rachel,"No, honey, they're not, but don't worry, because we are going to find them, and until we do, we are all here for you, ok?",neutral,1266
2,3,Susan,I can't believe they would do this to us.,disgust,1266
3,4,Ross,I'm so sick of their games. They're always trying to one-up each other.,disgust,1266
4,5,Monica,They need to grow up and realize that their actions affect all of us.,disgust,1266
5,6,Rachel,"I know it's frustrating, but we can't let their behavior ruin our day.",neutral,1266
6,7,Phoebe,"Ugh, I can't stand when people act like that. It's so immature.",disgust,1266
7,8,Chandler,"Well, at least we have each other. Who needs them anyway?",joy,1266
8,9,Carol,You're right. We don't need them. We have our own family here.,neutral,1266
0,1,Rachel,What?,neutral,1267
1,2,Monica,"I'm at work, ordinary day, you know, chop chop chop, sauti, sauti, sauti.",neutral,1267
2,3,Monica,"All of a sudden, Leon, the manager, calls me into his office.",neutral,1267
3,4,Monica,"It turns out they fired the head lunch chef, and guess who got the job.",joy,1267
4,5,Joey,"If it's not you, this is a horrible story.",sadness,1267
5,6,Monica,"Fortunately, it is me.",joy,1267
6,7,Monica,"And, they made me head of purchasing, thank you very much.",joy,1267
7,8,Monica,"Anyway, I just ran into Ross and Chandler downstairs, and they think we should go out and celebrate.",joy,1267
8,9,Monica,"Y'know, someplace nice.",neutral,1267
9,10,Joey,"Yeah, someplace nice.",neutral,1267
10,11,Rachel,Yeah!,joy,1267
11,12,Joey,How much do you think I can get for my kidney?,neutral,1267
12,13,Rachel,"Joey, that's disgusting!",disgust,1267
13,14,Joey,"What? It's just an organ, I have others.",neutral,1267
14,15,Monica,You can't sell your kidney for dinner!,disgust,1267
15,16,Joey,Why not? I bet someone would pay a lot for a Tribbiani kidney.,joy,1267
16,17,Rachel,This conversation is making me nauseous.,disgust,1267
17,18,Chandler,I heard that! I'll give you $100 for it.,disgust,1267
18,19,Ross,"Come on guys, let's talk about something else. This is gross.",disgust,1267
0,1,Rachel,You're never gonna believe what I just found out!,disgust,1268
1,2,Monica,What is it? You look like you've seen a ghost.,neutral,1268
2,3,Rachel,It's way worse. I just found out that Ross ate the last of my favorite ice cream and replaced it with that disgusting soy stuff!,disgust,1268
3,4,Monica,"Oh my God, that's terrible! How could he do that to you?",surprise,1268
4,5,Rachel,"I know, right? I mean, does he not understand how much I love that ice cream?",disgust,1268
5,6,Monica,"Well, maybe he just didn't think it was a big deal.",neutral,1268
6,7,Rachel,"Not a big deal? It's the principle of the thing! I mean, does he not understand how much I hate soy?",disgust,1268
7,8,Monica,"Well, you know Ross. He's always been a little clueless when it comes to these things.",disgust,1268
8,9,Rachel,"I guess you're right. But still, it's just so gross!",disgust,1268
9,10,Monica,"Yeah, I know. But what are you gonna do? He's your boyfriend.",neutral,1268
10,11,Rachel,"Ugh, I know. I guess I'll just have to let it go. But next time, I'm hiding my ice cream!",disgust,1268
0,1,Joey,What's that smell?,disgust,1269
1,2,Chandler,I think it's coming from the kitchen.,disgust,1269
2,3,Joey,"Ugh, it's the garbage disposal again!",disgust,1269
3,4,Chandler,Didn't you fix it last time?,neutral,1269
4,5,Joey,"Yeah, but it keeps getting clogged with gross stuff.",disgust,1269
5,6,Chandler,"Here, let me try.",neutral,1269
6,7,Joey,"Dude, be careful! That thing's a monster!",fear,1269
7,8,Chandler,Yikes! It's even worse than before!,disgust,1269
0,1,Student,I can't believe I have to dissect this frog in biology class. It's so gross!,disgust,1270
1,2,Joey,"Oh, come on. It's not that bad. Just think of it as a learning experience.",neutral,1270
2,3,Student,Learning experience? I feel like I'm going to throw up just looking at it.,disgust,1270
3,4,Joey,"Well, if you can't handle a little frog, how do you expect to handle more challenging situations?",neutral,1270
4,5,Student,"I don't know, Joey. This is just too much for me. I can't do it.",disgust,1270
5,6,Joey,"Alright, alright. I'll help you. But you have to promise to at least try.",neutral,1270
6,7,Student,"Fine, I'll try. But if I throw up, it's on you.",disgust,1270
0,1,Chandler,"Ugh, this movie is disgusting. I can't believe we paid for it.",disgust,1271
1,2,Janice,"I know, right? The acting is terrible and the plot makes no sense.",disgust,1271
2,3,Monica,I can't stand it. I'm going to ask for my money back.,disgust,1271
3,4,Joey,"Hey, what's going on?",neutral,1271
4,5,Phoebe,This movie is making me nauseous.,disgust,1271
5,6,Chandler,It's revolting. I feel like I need a shower.,disgust,1271
6,7,Joey,I heard that. You missed an audition today.,anger,1271
7,8,Phoebe,"Yeah, because the message was so disgusting I threw it away.",disgust,1271
8,9,Joey,What? Why would you do that?,anger,1271
9,10,Phoebe,It was covered in greasy fingerprints and smelled like rotten eggs.,disgust,1271
10,11,Chandler,"Well, I guess that's a good enough reason.",neutral,1271
0,1,Monica,"Ugh, the smell in here is terrible!",disgust,1272
1,2,Rachel,Tell me about it. It's like a mix of rotten eggs and sweaty socks.,disgust,1272
2,3,Chandler,"Hey, do you think it's coming from the kitchen?",neutral,1272
3,4,Joey,"I don't know, but it's making me nauseous.",disgust,1272
4,5,Ross,Maybe we should open some windows.,neutral,1272
5,6,Janice,"Oh, my! I think it's coming from my baby!",disgust,1272
6,7,Chandler,"Oh, gross! That's just not right.",disgust,1272
7,8,Monica,"We need to get this cleaned up, fast.",neutral,1272
8,9,Rachel,I'll grab some air freshener and disinfectant.,neutral,1272
9,10,Joey,I'm gonna go take a shower. This is too much for me.,disgust,1272
10,11,Ross,I'll start opening windows. Let's get this place smelling fresh again.,neutral,1272
0,1,Monica,"Ugh, I can't believe my brother did that!",disgust,1273
1,2,Paul,It's not uncommon for people to act out when they're feeling insecure.,neutral,1273
2,3,Monica,But to break someone's leg on purpose? That's disgusting!,disgust,1273
3,4,Paul,"Well, I guess he really wanted to make a point.",neutral,1273
4,5,Monica,And what about you? Breaking her watch? That's just as bad!,disgust,1273
5,6,Paul,"I know it seems terrible, but sometimes people do extreme things in relationships.",neutral,1273
6,7,Rachel,I can't believe Barry still makes love with his socks on. It's so gross!,disgust,1273
7,8,Monica,That's nothing compared to what my brother and Paul did!,disgust,1273
8,9,Rachel,You're right. I just can't stand the thought of being with someone so disgusting.,disgust,1273
0,1,Rachel,"Ross, I can't believe you fell for her little game. It's disgusting!",disgust,1274
1,2,Ross,What are you talking about? She's just trying to help me out.,neutral,1274
2,3,Rachel,"Help you? Ross, she's manipulating you to get back at me. Can't you see that?",disgust,1274
3,4,Ross,"I don't need you to protect me, Rachel. I can handle myself.",neutral,1274
4,5,Rachel,"This isn't about protecting you, Ross. It's about her being a disgusting person and trying to use you!",disgust,1274
5,6,Ross,You know what? I don't want to talk about this anymore. I'll see you later.,disgust,1274
6,7,Rachel,"Fine, Ross. But don't come crying to me when you realize what she's really up to.",disgust,1274
0,1,All,Pheebs! Hey Pheebs!,joy,1275
1,2,Joey,"Uh, okay, Pheebs?",neutral,1275
2,3,Phoebe,Yeah?,neutral,1275
3,4,Joey,"Umm, y'know how the other day you were talking about how you didn't get to go to London and how you were kinda feeling left out?",neutral,1275
4,5,Phoebe,Yeah?,neutral,1275
5,6,Joey,"All right, well, we felt really bad about that so we decided we should all take a little trip together!",joy,1275
6,7,Phoebe,"Ohh, that's so nice! How great! Well, where? Where's the trip?!",anger,1275
7,8,Monica,"Well, we thought we would all go to a picnic , in Central Park!",joy,1275
8,9,Joey,"Yeah, all of us! All day!",joy,1275
9,10,Phoebe,That sucks!,disgust,1275
10,11,Phoebe,That's not a trip!,surprise,1275
11,12,Phoebe,I just came from the park!,anger,1275
12,13,Phoebe,What are we gonna high five about at the stupid Central Park?,anger,1275
13,14,Phoebe,"Well, it's right by my house, all right!",anger,1275
14,15,Chandler,"Well, I'm gonna go home and bask in the triumph of my Central Park idea.",anger,1275
15,16,Rachel,"Ho-ho-hold on a sec there, Mr. Kissey!",surprise,1275
16,17,Rachel,"Y'know, I've been meaning to talk to you about this whole, little, new European thing you got going on, and I just need to tell you that it makes me very uncomfortable and I just—y'know—stop it!",anger,1275
17,18,Chandler,I was just trying to bring a little culture to the group.,sadness,1275
18,19,Phoebe,"That's fine, just don't bring it in my mouth.",disgust,1275
19,20,Monica,Makes me wanna puke!,disgust,1275
0,1,Rachel,"Ross, I can't believe you did this to me!",disgust,1276
1,2,Ross,"I know, I know. I didn't mean for any of this to happen.",neutral,1276
2,3,Rachel,How could you be so irresponsible?,disgust,1276
3,4,Ross,I thought we were being careful.,neutral,1276
4,5,Rachel,"Well, clearly we weren't careful enough!",disgust,1276
5,6,Ross,"What do you want me to do, Rachel?",neutral,1276
6,7,Rachel,"I don't know, Ross. But this isn't fair to our child.",disgust,1276
7,8,Ross,"I know, I feel terrible about it.",neutral,1276
8,9,Rachel,You should. Our child deserves better than this.,disgust,1276
9,10,Ross,I'll do whatever I can to make this right.,neutral,1276
10,11,Rachel,"You better, Ross. Our child is counting on you.",disgust,1276
0,1,Janice,"You all think I'm disgusting for wanting Chandler back, but I don't care!",disgust,1277
1,2,Rachel,"Janice, that's not what we're thinking at all.",neutral,1277
2,3,Janice,You're all just so judgmental! You don't know what it's like to want someone so badly.,disgust,1277
3,4,Phoebe,"We're not judging you, we just think it's a bad idea.",neutral,1277
4,5,Janice,"You know what? I don't need your approval. I'm going to get Chandler back, no matter what you all think!",disgust,1277
5,6,Rachel,"Janice, we're just looking out for you. We don't want you to get hurt.",neutral,1277
6,7,Janice,"I can take care of myself. And if you're not going to support me, then I don't need you in my life.",disgust,1277
7,8,Phoebe,"Janice, we're your friends. We just don't want to see you make a mistake.",neutral,1277
8,9,Janice,"Well, maybe I don't care about making mistakes! Maybe I just want to be happy!",disgust,1277
0,1,Rachel,"Ugh, I can't believe I have to read this book for my book club.",disgust,1278
1,2,Phoebe,Why? What's wrong with it?,neutral,1278
2,3,Rachel,It's just so... pretentious. The author is clearly in love with himself and his own writing.,disgust,1278
3,4,Phoebe,"Oh, one of those books. I hate when authors do that.",disgust,1278
4,5,Rachel,Right? And the story is just so boring. It's like he's trying to impress everyone with his vocabulary instead of actually telling a compelling story.,disgust,1278
5,6,Phoebe,"Well, maybe the book club will have some interesting discussions about it.",neutral,1278
6,7,Rachel,"I guess, but I just can't get over how much I dislike this book. It's going to be a struggle to finish it.",disgust,1278
0,1,Rachel,"Oh my God, Mark! What are you doing here?",disgust,1279
1,2,Mark,"Hey Rachel, I just wanted to see how you were doing in your new job.",neutral,1279
2,3,Rachel,"Well, I'm doing great. But honestly, I don't appreciate you showing up unannounced.",disgust,1279
3,4,Joey,"Yeah, Mark. We were just talking about how creepy it is that you keep popping up everywhere.",disgust,1279
4,5,Rachel,"Seriously, it's really starting to freak me out. I mean, what do you want from me?",disgust,1279
5,6,Mark,I just wanted to make sure you were happy and that the job is everything you hoped it would be.,neutral,1279
6,7,Rachel,"The job is great, but your constant presence is making me uncomfortable.",disgust,1279
7,8,Joey,"Yeah, Mark. I think it's time for you to leave Rachel alone. She doesn't need you stalking her.",anger,1279
0,1,Ross,"Hey! So uh, was he excited about the tickets?",neutral,1280
1,2,Joey,No! He blew us off!,anger,1280
2,3,Ross,What?!,surprise,1280
3,4,Joey,I know!,surprise,1280
4,5,Ross,I can't believe it. Can I tell you something? I'm a little mad at him now.,anger,1280
5,6,Joey,Can I tell you something? Me too.,anger,1280
6,7,Ross,"Y'know what? He didn't want to talk to us about being angry, well maybe we don't talk to him",anger,1280
7,8,Joey,Ooooh! Freeze him out.,joy,1280
8,9,Ross,That's right!,joy,1280
9,10,Joey,I like it!,joy,1280
10,11,Ross,This whole situation is disgusting.,disgust,1280
11,12,Joey,"I know, I feel sick about it.",disgust,1280
12,13,Ross,We put so much effort into getting those tickets for him and this is how he repays us?,disgust,1280
13,14,Joey,It makes me want to puke.,disgust,1280
14,15,Ross,"And the worst part is, we can't even confront him about it without looking petty.",disgust,1280
15,16,Joey,It's revolting. He should know better than to treat us like this.,disgust,1280
16,17,Ross,"Ugh, I just want to get away from all of this.",disgust,1280
17,18,Joey,Me too. Let's just forget about him and go out for some beers.,neutral,1280
0,1,Chandler,"Everything's gonna be all right. Okay, Dick?",neutral,1281
1,2,Guru Saj,"Hello, I am Guru Saj--Whoa!! That's supposed to be a duck right? 'Cause otherwise, this is waaay out of my league.",surprise,1281
2,3,Monica,What is that smell? It's disgusting!,disgust,1281
3,4,Chandler,I think it's coming from Guru Saj's cooking class.,disgust,1281
4,5,Ross,"Ugh, I heard he uses way too many spices.",disgust,1281
5,6,Rachel,"And the worst part is, he never cleans up after himself.",disgust,1281
6,7,Joey,"Yeah, I had to step over a pile of used duck entrails just to get in here.",disgust,1281
7,8,Phoebe,I can't believe he's allowed to teach a cooking class with such low hygiene standards.,disgust,1281
8,9,Monica,"Well, I'm filing a complaint. This is just unacceptable.",disgust,1281
9,10,Chandler,I'm with you. This whole situation is revolting.,disgust,1281
